source_row,fiscal_year,quarter,project_type,service_group,project_name,target_participants,applicants,actual_participants,passed,revenue,expense,reported_profit,satisfaction,unit
227,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,50.0,60000.0,43672.0,16328.0,4.62,ศูนย์ CAAS
228,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,41.0,60000.0,42162.43,17837.57,4.6,ศูนย์ CAAS
229,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,33.0,60000.0,42311.0,17689.0,4.28,ศูนย์ CAAS
230,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,43.0,60000.0,42311.0,17689.0,4.54,ศูนย์ CAAS
231,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,49.0,60000.0,43094.0,16906.0,4.65,ศูนย์ CAAS
232,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,47.0,60000.0,41789.0,18211.0,4.63,ศูนย์ CAAS
233,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,54.0,60000.0,42621.0,17379.0,4.69,ศูนย์ CAAS
234,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,50.0,60000.0,41850.0,18150.0,4.74,ศูนย์ CAAS
235,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,35.0,60000.0,41371.86,18628.14,4.76,ศูนย์ CAAS
236,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,45.0,60000.0,42013.86,17986.14,4.54,ศูนย์ CAAS
237,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,39.0,60000.0,42833.0,17167.0,4.22,ศูนย์ CAAS
238,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,50.0,60000.0,41950.0,18050.0,3.97,ศูนย์ CAAS
239,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,43.0,60000.0,41805.43,18194.57,4.07,ศูนย์ CAAS
240,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,47.0,60000.0,41966.43,18033.57,4.31,ศูนย์ CAAS
241,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,59.0,59.0,56.0,60000.0,43986.0,16014.0,4.53,ศูนย์ CAAS
242,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,54.0,60000.0,43504.0,16496.0,4.75,ศูนย์ CAAS
243,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,39.0,60000.0,42621.0,17379.0,4.28,ศูนย์ CAAS
244,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,30.0,60000.0,42107.0,17893.0,4.31,ศูนย์ CAAS
245,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,43.0,60000.0,42107.0,17893.0,4.39,ศูนย์ CAAS
246,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,38.0,60000.0,42878.0,17122.0,4.32,ศูนย์ CAAS
247,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,44.0,60000.0,40822.0,19178.0,4.59,ศูนย์ CAAS
248,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,48.0,60000.0,42621.0,17379.0,4.74,ศูนย์ CAAS
249,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,41.0,60000.0,42107.0,17893.0,4.73,ศูนย์ CAAS
250,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,51.0,60000.0,42878.0,17122.0,4.54,ศูนย์ CAAS
251,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,42.0,60000.0,41336.0,18664.0,4.65,ศูนย์ CAAS
252,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,35.0,60000.0,42364.0,17636.0,4.8,ศูนย์ CAAS
253,2565,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,52.0,52.0,48.0,60000.0,42364.0,17636.0,4.43,ศูนย์ CAAS
254,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,52.0,60000.0,42486.86,17513.14,4.83,ศูนย์ CAAS
255,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,53.0,60000.0,43974.0,16026.0,4.37,ศูนย์ CAAS
256,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,45.0,45.0,35.0,60000.0,42192.29,17807.71,4.64,ศูนย์ CAAS
257,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,57.0,57.0,52.0,60000.0,43899.43,16100.57,4.46,ศูนย์ CAAS
258,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,48.0,60000.0,43899.43,16100.57,4.64,ศูนย์ CAAS
259,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,51.0,60000.0,43630.43,16369.57,4.81,ศูนย์ CAAS
260,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,44.0,44.0,34.0,60000.0,42376.0,17624.0,4.6,ศูนย์ CAAS
261,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,45.0,45.0,21.0,60000.0,41291.0,18709.0,4.41,ศูนย์ CAAS
262,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,46.0,60000.0,42824.0,17176.0,4.63,ศูนย์ CAAS
263,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,44.0,60000.0,42350.0,17650.0,4.67,ศูนย์ CAAS
264,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,34.0,34.0,22.0,60000.0,39488.29,20511.71,4.63,ศูนย์ CAAS
265,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,44.0,44.0,30.0,60000.0,40813.43,19186.57,4.26,ศูนย์ CAAS
266,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,43.0,60000.0,42215.0,17785.0,4.46,ศูนย์ CAAS
267,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,35.0,60000.0,42015.0,17985.0,4.56,ศูนย์ CAAS
268,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,40.0,40.0,22.0,60000.0,40371.86,19628.14,4.55,ศูนย์ CAAS
269,2565,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,25.0,60000.0,40991.0,19009.0,4.3,ศูนย์ CAAS
270,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,20.0,60000.0,38995.86,21004.14,4.56,ศูนย์ CAAS
271,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,40.0,60000.0,38527.86,21472.14,4.69,ศูนย์ CAAS
272,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,57.0,57.0,48.0,60000.0,41399.43,18600.57,4.65,ศูนย์ CAAS
273,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,44.0,60000.0,40822.86,19177.14,4.82,ศูนย์ CAAS
274,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,58.0,58.0,57.0,60000.0,43168.0,16832.0,4.77,ศูนย์ CAAS
275,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,45.0,45.0,45.0,60000.0,41208.43,18791.57,4.72,ศูนย์ CAAS
276,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,24.0,60000.0,40240.29,19759.71,4.37,ศูนย์ CAAS
277,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,43.0,60000.0,41011.43,18988.57,4.47,ศูนย์ CAAS
278,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,25.0,60000.0,40496.86,19503.14,4.43,ศูนย์ CAAS
279,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,50.0,50.0,39.0,60000.0,41000.0,19000.0,4.46,ศูนย์ CAAS
280,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,45.0,60000.0,41496.86,18503.14,4.67,ศูนย์ CAAS
281,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,48.0,60000.0,40074.0,19926.0,4.64,ศูนย์ CAAS
282,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,58.0,58.0,57.0,60000.0,43000.0,17000.0,4.57,ศูนย์ CAAS
283,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,50.0,60000.0,40824.0,19176.0,4.63,ศูนย์ CAAS
284,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,31.0,31.0,25.0,60000.0,42020.0,17980.0,4.82,ศูนย์ CAAS
285,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,33.0,33.0,28.0,60000.0,42506.0,17494.0,4.71,ศูนย์ CAAS
286,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,46.0,60000.0,41970.0,18030.0,4.55,ศูนย์ CAAS
287,2565,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,52.0,52.0,50.0,60000.0,42750.0,17250.0,4.71,ศูนย์ CAAS
288,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,33.0,33.0,32.0,60000.0,40995.0,19005.0,4.63,ศูนย์ CAAS
289,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,40.0,40.0,24.0,60000.0,40825.0,19175.0,4.61,ศูนย์ CAAS
290,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,49.0,60000.0,42392.0,17608.0,4.69,ศูนย์ CAAS
291,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,48.0,60000.0,40904.0,19096.0,4.6,ศูนย์ CAAS
292,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,32.0,60000.0,41152.0,18848.0,4.48,ศูนย์ CAAS
293,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,54.0,54.0,52.0,60000.0,42446.0,17554.0,4.52,ศูนย์ CAAS
294,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,46.0,60000.0,41151.0,18849.0,4.51,ศูนย์ CAAS
295,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,37.0,60000.0,46948.0,13052.0,4.53,ศูนย์ CAAS
296,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,52.0,52.0,47.0,60000.0,41896.0,18104.0,4.65,ศูนย์ CAAS
297,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,55.0,55.0,47.0,60000.0,42446.0,17554.0,4.71,ศูนย์ CAAS
298,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,56.0,56.0,40.0,60000.0,29500.0,30500.0,4.74,ศูนย์ CAAS
299,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,51.0,51.0,36.0,60000.0,29500.0,30500.0,4.74,ศูนย์ CAAS
300,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,57.0,57.0,40.0,60000.0,29500.0,30500.0,4.46,ศูนย์ CAAS
301,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,53.0,53.0,45.0,60000.0,29500.0,30500.0,4.69,ศูนย์ CAAS
302,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,55.0,55.0,35.0,60000.0,29500.0,30500.0,4.76,ศูนย์ CAAS
303,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,53.0,53.0,35.0,60000.0,29500.0,30500.0,4.71,ศูนย์ CAAS
304,2565,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้นตามมาตรฐาน CEFR  (CEFR Intensive English Courses),60.0,52.0,52.0,38.0,60000.0,34500.0,25500.0,4.61,ศูนย์ CAAS
305,2568,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,62.0,62.0,0.0,90500.0,79819.0,10681.0,4.64,ศูนย์ CAAS
306,2568,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,15.0,11.0,11.0,0.0,53900.0,51982.0,1918.0,4.95,ศูนย์ CAAS
307,2568,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44470.0,45530.0,4.67,ศูนย์ CAAS
308,2568,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,20.0,19.0,19.0,0.0,93100.0,87475.0,5625.0,4.88,ศูนย์ CAAS
309,2568,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,99.0,99.0,0.0,146850.0,130694.5,16155.5,4.74,ศูนย์ CAAS
310,2568,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44697.0,45303.0,4.58,ศูนย์ CAAS
311,2568,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,73.0,73.0,0.0,104700.0,96497.0,8203.0,4.77,ศูนย์ CAAS
312,2568,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44659.0,45341.0,4.76,ศูนย์ CAAS
313,2568,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,44.0,44.0,0.0,64750.0,53704.5,11045.5,4.76,ศูนย์ CAAS
314,2568,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,39.0,39.0,0.0,56050.0,47035.5,9014.5,4.9,ศูนย์ CAAS
315,2568,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44561.0,45439.0,4.69,ศูนย์ CAAS
316,2568,4.0,Workshop,บุคคลทั่วไป,โครงการฝึกอบรมวิชามัคคุเทศก์ทั่วไป,45.0,43.0,43.0,0.0,1878700.0,1729472.24,149227.76,4.59,ศูนย์ CAAS
317,2567,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,55.0,55.0,0.0,78950.0,70479.5,8470.5,4.84,ศูนย์ CAAS
318,2567,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,20.0,19.0,19.0,0.0,85500.0,64388.0,21112.0,4.59,ศูนย์ CAAS
319,2567,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,49.0,49.0,0.0,73000.0,64576.0,8424.0,4.63,ศูนย์ CAAS
320,2567,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,20.0,19.0,19.0,0.0,85500.0,84485.0,1015.0,4.84,ศูนย์ CAAS
321,2567,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,91.0,91.0,0.0,135500.0,119735.0,15765.0,4.47,ศูนย์ CAAS
322,2567,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,18.0,18.0,0.0,90000.0,44543.0,45457.0,4.68,ศูนย์ CAAS
323,2567,2.0,Short Course,บุคคลทั่วไป,โครงการอบรม Successful B1 English,30.0,28.0,28.0,0.0,61600.0,37927.0,23673.0,4.43,ศูนย์ CAAS
324,2567,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,66.0,66.0,0.0,92800.0,83858.0,8942.0,4.71,ศูนย์ CAAS
325,2567,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,15.0,13.0,13.0,0.0,58500.0,57754.0,746.0,4.45,ศูนย์ CAAS
326,2567,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44581.0,45419.0,4.61,ศูนย์ CAAS
327,2567,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,57.0,57.0,0.0,84500.0,77028.0,7472.0,4.77,ศูนย์ CAAS
328,2567,3.0,Workshop,บุคคลทั่วไป,โครงการฝึกอบรมวิชามัคคุเทศก์ทั่วไป,40.0,39.0,39.0,0.0,1681500.0,1316824.25,364675.75,4.69,ศูนย์ CAAS
329,2567,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,20.0,17.0,17.0,0.0,76500.0,76405.0,95.0,4.98,ศูนย์ CAAS
330,2567,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,46.0,46.0,0.0,68200.0,60138.0,8062.0,4.39,ศูนย์ CAAS
331,2567,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,20.0,20.0,0.0,90000.0,44623.0,45377.0,4.74,ศูนย์ CAAS
332,2566,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,32.0,32.0,0.0,48150.0,41532.5,6617.5,4.64,ศูนย์ CAAS
333,2566,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,15.0,12.0,12.0,0.0,50400.0,50207.0,193.0,4.88,ศูนย์ CAAS
334,2566,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,17.0,17.0,0.0,76500.0,40992.0,35508.0,4.72,ศูนย์ CAAS
335,2566,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,37.0,37.0,0.0,54450.0,46684.5,7765.5,4.58,ศูนย์ CAAS
336,2566,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,17.0,17.0,0.0,76500.0,41356.0,35144.0,4.48,ศูนย์ CAAS
337,2566,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,53.0,53.0,0.0,77850.0,71974.5,5875.5,4.7,ศูนย์ CAAS
338,2566,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,15.0,14.0,14.0,0.0,63000.0,38880.0,24120.0,4.54,ศูนย์ CAAS
339,2566,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,90.0,90.0,0.0,132950.0,117050.5,15899.5,4.69,ศูนย์ CAAS
340,2566,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,80.0,80.0,0.0,121400.0,106486.0,14914.0,4.66,ศูนย์ CAAS
341,2566,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,10.0,8.0,8.0,0.0,36000.0,32584.0,3416.0,4.9,ศูนย์ CAAS
342,2566,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,18.0,18.0,0.0,81000.0,42551.0,38449.0,4.67,ศูนย์ CAAS
343,2566,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,10.0,7.0,7.0,0.0,29400.0,29358.0,42.0,4.79,ศูนย์ CAAS
344,2566,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,45.0,40.0,40.0,0.0,60200.0,53228.0,6972.0,4.72,ศูนย์ CAAS
345,2566,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,22.0,22.0,0.0,99000.0,46228.0,52772.0,6.46,ศูนย์ CAAS
346,2566,2.0,Workshop,บุคคลทั่วไป,โครงการฝึกอบรมวิชามัคคุเทศก์ทั่วไป,40.0,40.0,40.0,0.0,1683500.0,1423136.12,260363.88,4.28,ศูนย์ CAAS
347,2565,1.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,21.0,21.0,0.0,94500.0,45177.0,49323.0,4.4,ศูนย์ CAAS
348,2565,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,22.0,22.0,0.0,99000.0,46268.0,52732.0,4.54,ศูนย์ CAAS
349,2565,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,15.0,14.0,14.0,0.0,58800.0,54297.0,4503.0,4.81,ศูนย์ CAAS
